region,map_code,map_name,progress_stage,recommended_level_range,evolution_chain_id,root_national_no,root_name,family,types,category,integration_mode,encounter_method,encounter_level,encounter_rate,condition,stage_policy,dual_region_role,rotation_group,hidden_ability_policy,duplicate_capture_policy,implementation_note
トーホク,T_FOSSIL,ヒスイシティ考古学室,個別条件,Lv.20,289,566,アーケン,アーケン → アーケオス,ひこう／いわ,化石,化石復元追加,発掘片2個を納品して復元,Lv.20,反復採掘可,化石はちえのどうくつ／いわくだき／採掘依頼で反復入手。ガラル化石は2部品合成。,基礎種を復元,トーホクは早期の復元、カントーは高個体値・隠れ特性の再復元を担当。,R3,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,ベガ既存の野生枠を上書きせず、条件付きオーバーレイ／DexNav／夜間・水上・釣り・大量発生の追加抽選へ登録。
カントー,K32,ロケットだんアジト跡,認定章3～4,Lv.83～91,290,568,ヤブクロン,ヤブクロン → ダストダス,どく,通常生態,外来生態レイヤーへ追加,洞窟・屋内オーバーレイ,Lv.83～91,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,基礎種を通常配置。中間進化は高レベル地域のDexNav限定、最終進化は原則進化入手,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,R1,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
トーホク,T035,D・Hだんアジト,後半A,Lv.44～57／殿堂入り後Lv.65～80,290,568,ヤブクロン,ヤブクロン → ダストダス,どく,通常生態,外来生態レイヤーへ追加,洞窟・屋内オーバーレイ,Lv.44～57／殿堂入り後Lv.65～80,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,基礎種を通常配置。中間進化は高レベル地域のDexNav限定、最終進化は原則進化入手,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,R1,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,ベガ既存の野生枠を上書きせず、条件付きオーバーレイ／DexNav／夜間・水上・釣り・大量発生の追加抽選へ登録。
カントー,K32,ロケットだんアジト跡,認定章3～4,Lv.83～91,291,570,ゾロア,ゾロア → ゾロアーク,あく,通常生態,外来生態レイヤーへ追加,夜間オーバーレイ,Lv.83～91,夜間8～12%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,基礎種を通常配置。中間進化は高レベル地域のDexNav限定、最終進化は原則進化入手,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,R3,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
トーホク,T032,ダークタワー,後半A,Lv.44～54／殿堂入り後Lv.60～75,291,570,ゾロア,ゾロア → ゾロアーク,あく,通常生態,外来生態レイヤーへ追加,夜間オーバーレイ,Lv.44～54／殿堂入り後Lv.60～75,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,基礎種を通常配置。中間進化は高レベル地域のDexNav限定、最終進化は原則進化入手,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,R3,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,ベガ既存の野生枠を上書きせず、条件付きオーバーレイ／DexNav／夜間・水上・釣り・大量発生の追加抽選へ登録。
カントー,K14,14ばんどうろ,認定章4～5,Lv.84～89,292,572,チラーミィ,チラーミィ → チラチーノ,ノーマル,通常生態,外来生態レイヤーへ追加,草むらオーバーレイ,Lv.84～89,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,基礎種を通常配置。中間進化は高レベル地域のDexNav限定、最終進化は原則進化入手,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,R1,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
トーホク,T503,503ばんどうろ／すいどう,序盤A,Lv.5～9,292,572,チラーミィ,チラーミィ → チラチーノ,ノーマル,通常生態,外来生態レイヤーへ追加,草むらオーバーレイ,Lv.5～9,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,基礎種を通常配置。中間進化は高レベル地域のDexNav限定、最終進化は原則進化入手,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,R1,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,ベガ既存の野生枠を上書きせず、条件付きオーバーレイ／DexNav／夜間・水上・釣り・大量発生の追加抽選へ登録。
カントー,K27,おつきみやま,認定章1前後,Lv.73～80,293,574,ゴチム,ゴチム → ゴチミル → ゴチルゼル,エスパー,通常生態,外来生態レイヤーへ追加,洞窟・屋内オーバーレイ,Lv.73～80,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,基礎種を通常配置。中間進化は高レベル地域のDexNav限定、最終進化は原則進化入手,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,R3,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
トーホク,T040,ニューアイランド,リーグ前,Lv.50～60／殿堂入り後Lv.65～82,293,574,ゴチム,ゴチム → ゴチミル → ゴチルゼル,エスパー,通常生態,外来生態レイヤーへ追加,草むらオーバーレイ,Lv.50～60／殿堂入り後Lv.65～82,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,基礎種を通常配置。中間進化は高レベル地域のDexNav限定、最終進化は原則進化入手,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,R3,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,ベガ既存の野生枠を上書きせず、条件付きオーバーレイ／DexNav／夜間・水上・釣り・大量発生の追加抽選へ登録。
カントー,K43,ハナダのどうくつ,最終ポストゲーム,Lv.95～100,294,577,ユニラン,ユニラン → ダブラン → ランクルス,エスパー,通常生態,外来生態レイヤーへ追加,洞窟・屋内オーバーレイ,Lv.95～100,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,基礎種を通常配置。中間進化は高レベル地域のDexNav限定、最終進化は原則進化入手,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,R2,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
トーホク,T025,こころのやかた,序盤B,Lv.8～13／殿堂入り後Lv.45～48,294,577,ユニラン,ユニラン → ダブラン → ランクルス,エスパー,通常生態,外来生態レイヤーへ追加,洞窟・屋内オーバーレイ,Lv.8～13／殿堂入り後Lv.45～48,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,基礎種を通常配置。中間進化は高レベル地域のDexNav限定、最終進化は原則進化入手,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,R2,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,ベガ既存の野生枠を上書きせず、条件付きオーバーレイ／DexNav／夜間・水上・釣り・大量発生の追加抽選へ登録。
